section,section_name,check,level,status,n_columns_attempted,n_columns_coerced_ok,n_columns_failed,detail,timestamp,n_columns_imputed,n_high_missing_columns,n_columns_treated,n_rows_dropped,n_columns_with_constraints,n_values_modified,n_columns_consolidated,n_values_consolidated,n_rules_repairable,n_rules_applied,n_rows_repaired,n_features_configured,n_features_success,n_features_error,n_categorical_features,n_one_hot,n_ordinal,n_target,n_rows_changed,n_cells_changed,mode,n_columns_summarized,avg_delta_pct_missing,avg_delta_pct_outliers,config_hash,schema_hash,n_checks_run,n_checks_ok,n_checks_fail,run_status,integrity_index,revalidation_status,n_rows_exported,n_cols_exported,formats,n_columns_visualized,data_readiness_index
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-07 19:39:43.458590+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-07 19:39:43.801746+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-07 19:39:44.622452+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-07 19:39:45.671276+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-07 19:39:45.834567+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-07 19:39:45.921742+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-07 19:39:46.077308+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-07 19:39:46.378739+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-07 19:39:46.603257+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-07 19:39:46.780256+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,OK,,,,change_log.csv,2025-12-07 19:39:48.581748+00:00,,,,,,,,,,,,,,,,,,,1.0,29.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-07 19:39:49.312951+00:00,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-07 19:39:50.237846+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-07 19:39:51.627583+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-07 19:39:51.752811+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-07 19:39:53.354311+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,FAIL,,,,cleaning_impact_dashboard.html,2025-12-07 19:39:53.465478+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-07 19:39:53.710011+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92175881988088
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-08 19:36:14.796485+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 19:36:14.910770+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 19:36:15.090710+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 19:36:15.168116+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-08 19:36:15.760289+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-08 19:36:15.956072+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 19:36:16.040411+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 19:36:16.136517+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 19:36:16.185149+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-08 19:36:16.696712+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-08 19:36:16.866243+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 19:36:16.951249+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 19:36:17.156087+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 19:36:17.254834+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-08 19:36:17.772379+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-08 19:36:17.874237+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-08 19:36:17.986564+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-08 19:36:18.091259+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-08 19:36:18.193571+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-08 19:36:18.292167+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-08 19:36:18.378215+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-08 19:36:18.741012+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-08 19:36:18.805332+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-08 19:36:19.029087+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-08 19:36:19.155217+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,FAIL,,,,data_readiness_index.csv,2025-12-08 19:36:19.260921+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-08 22:03:19.806296+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 22:03:19.966058+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 22:03:20.100567+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 22:03:20.199449+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-08 22:03:20.297394+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-08 22:03:20.509453+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 22:03:20.718040+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 22:03:20.892254+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 22:03:20.945979+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-08 22:03:21.036062+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-08 22:03:21.233929+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-08 22:03:21.496691+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-08 22:03:21.632733+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-08 22:03:21.726468+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-08 22:03:21.822065+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-08 22:03:21.932354+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-08 22:03:22.068548+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-08 22:03:22.161403+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,OK,,,,change_log.csv,2025-12-08 22:03:23.235169+00:00,,,,,,,,,,,,,,,,,,,1.0,29.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-08 22:03:23.390367+00:00,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-08 22:03:23.499157+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-08 22:03:23.778971+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-08 22:03:23.858930+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-08 22:03:24.189121+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,FAIL,,,,cleaning_impact_dashboard.html,2025-12-08 22:03:24.296096+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-08 22:03:24.488150+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92175881988088
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-09 20:37:24.203305+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-09 20:37:24.354801+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-09 20:37:24.484291+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-09 20:37:24.564964+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-09 20:37:24.734584+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-09 20:37:24.981678+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-09 20:37:25.094515+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-09 20:37:25.272830+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-09 20:37:25.360315+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-09 20:37:25.436735+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-09 20:37:25.779078+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-09 20:37:25.864543+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-09 20:37:26.112269+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-09 20:37:26.225658+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-09 20:37:26.341991+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-09 20:37:26.608355+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-09 20:37:27.116361+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-09 20:37:27.281886+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,OK,,,,change_log.csv,2025-12-09 20:37:28.371651+00:00,,,,,,,,,,,,,,,,,,,1.0,29.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-09 20:37:28.688969+00:00,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-09 20:37:28.955197+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-09 20:37:29.295892+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-09 20:37:29.372068+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-09 20:37:29.959140+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,FAIL,,,,cleaning_impact_dashboard.html,2025-12-09 20:37:30.176299+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-09 20:37:30.420312+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92175881988088
